50018577,12 CHAIRS CAFE,BROOKLYN,342,WYTHE AVE,11249,3472277077,Middle Eastern
41704440,12 CORAZONES RESTAURANT & BAR,QUEENS,8622,ROOSEVELT AVENUE,11372,7182055575,Spanish
41679424,12 CORNERS,MANHATTAN,155,EAST BROADWAY,10002,6467220838,Caf̩/Coffee/Tea
50018154,12 CORNERS COFFEE,MANHATTAN,121,MOTT ST,10013,2126258888,Caf̩/Coffee/Tea
41299113,12 STREET ALE HOUSE,MANHATTAN,192,2 AVENUE,10003,2122532323,American
41646201,120 BAY CAFE,STATEN ISLAND,120,BAY STREET,10301,7182737770,American
41628361,121 FULTON STREET,MANHATTAN,121,FULTON STREET,10038,6465456647,American
41585586,123 NIKKO,MANHATTAN,1280,AMSTERDAM AVENUE,10027,2125311288,Asian
50017240,124 COFFEE SHOP,MANHATTAN,53,E 124TH ST,10035,2124108494,American
50038252,129 GOURMET DELI,MANHATTAN,129,E 45TH ST,10017,2126974736,Egyptian
41176026,12TH STREET BAR & GRILL,BROOKLYN,1123,8 AVENUE,11215,7189659526,American
50048304,13106 GRAND EVERGREEN CHINESE RESTAURANT,QUEENS,13106,ROCKAWAY BLVD,11420,7186593948,Chinese
41721733,132 LOUNGE,BROOKLYN,132,MONTAGUE STREET,11201,7185961800,American
50006404,149 STEAM FISH,BRONX,500,E 149TH ST,10455,7182927997,Seafood
50000845,15 CENTRAL PARK WEST RESTAURANT,MANHATTAN,15,CENTRAL PARK WEST,10023,2126019526,American
40698892,15 EAST RESTAURANT,MANHATTAN,15,EAST   15 STREET,10003,2126479915,Japanese
50000957,15 FLAVORS,BRONX,1763,CROSBY AVE,10461,3473981131,"Ice Cream, Gelato, Yogurt, Ices"
50008676,15 FLAVORS,BRONX,1046,MORRIS PARK AVE,10461,3478980796,"Ice Cream, Gelato, Yogurt, Ices"
50011145,15 FLAVORS,BRONX,3815,E TREMONT AVE,10465,6464684125,"Ice Cream, Gelato, Yogurt, Ices"
41346781,16 HANDLES,MANHATTAN,153,2 AVENUE,10003,2122604414,"Ice Cream, Gelato, Yogurt, Ices"
41549226,16 HANDLES,MANHATTAN,1569,2 AVENUE,10028,6468632522,"Ice Cream, Gelato, Yogurt, Ices"
41579121,16 HANDLES,MANHATTAN,325,AMSTERDAM AVENUE,10023,6468611281,"Ice Cream, Gelato, Yogurt, Ices"
41641017,16 HANDLES,QUEENS,3707,30 AVENUE,11103,3475271050,"Ice Cream, Gelato, Yogurt, Ices"
41644353,16 HANDLES,MANHATTAN,2600,BROADWAY,10025,6464227022,"Ice Cream, Gelato, Yogurt, Ices"
41662219,16 HANDLES,QUEENS,9015,QUEENS BOULEVARD,11373,3476171968,"Ice Cream, Gelato, Yogurt, Ices"
41662952,16 HANDLES,MANHATTAN,178,8 AVENUE,10011,2126272808,American
41685529,16 HANDLES,MANHATTAN,428,3 AVENUE,10016,2122131755,"Ice Cream, Gelato, Yogurt, Ices"
50009868,16 HANDLES,MANHATTAN,1161,1ST AVE,10065,6467073424,"Ice Cream, Gelato, Yogurt, Ices"
50010475,16 HANDLES,BROOKLYN,1351,CONEY ISLAND AVE,11230,7186769889,"Ice Cream, Gelato, Yogurt, Ices"
50040366,16 HANDLES,BROOKLYN,139,N 7TH ST,11249,3477630900,"Ice Cream, Gelato, Yogurt, Ices"
50040476,161 HOT POT RICE,QUEENS,13335,ROOSEVELT AVE,11354,6462620928,Asian
41337363,1617-A NATIONAL BAKERY,BRONX,1617,WESTCHESTER AVENUE,10472,7188930660,Bakery
41721691,168 HI TEA,QUEENS,16711,UNION TURNPIKE,11366,7183801369,Chinese
50054960,168 JOY CAFE,BROOKLYN,1418,MERMAID AVE,11224,7189751220,Other
50015317,168 TEA LLC,QUEENS,4112B,102ND ST,11368,7185651688,"Juice, Smoothies, Fruit Salads"
41171181,169 BAR,MANHATTAN,169,EAST BROADWAY,10002,9175772077,American
41406631,16TH AVENUE GLATT,BROOKLYN,4619,16 AVENUE,11204,7188715254,Jewish/Kosher
41390570,18 BAKERY,BROOKLYN,6820,18 AVENUE,11204,7182595399,Bakery
41554321,18 CHINESE CUISINE,BROOKLYN,4418,8 AVENUE,11220,7186336366,Chinese
50004437,18 EAST GUNHILL PIZZA,BRONX,18,E GUN HILL RD,10467,7184057088,Pizza
50004846,18 HIPOT,BROOKLYN,8204,18TH AVE,11214,9179334888,Chinese
41478388,18 RESTAURANT,MANHATTAN,240,EAST   81 STREET,10028,2125172400,Jewish/Kosher
50012606,18 STARS KITCHEN,BROOKLYN,8515,18TH AVE,11214,7182560218,Chinese
41445737,1818 SEAFOOD RESTAURANT,BROOKLYN,1818,AVENUE U,11229,7183326188,Chinese
41688139,1876/BEERS OF BROOKLYN,BROOKLYN,620,ATLANTIC AVENUE,11217,9176186310,"Bottled beverages, including water, sodas, juices, etc."
50015841,19 CAFE,BROOKLYN,84,MANHATTAN AVE,11206,7183878777,Caf̩/Coffee/Tea
50055290,196 LOVING TEA,MANHATTAN,196,CANAL ST,10013,6463381338,Caf̩/Coffee/Tea
50000526,1ST AVENUE GOURMET,MANHATTAN,1274,1ST AVE,10065,2124728480,American
41673023,1ST BASE CONCESSION STAND,STATEN ISLAND,75,RICHMOND TERRACE,10301,7185131309,American
41631068,1ST MAMA RESTAURANT,BRONX,8,WEST TREMONT AVENUE,10453,7182993208,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50035346,2 BACI PIZZERIA,BROOKLYN,345A,NOSTRAND AVE,11216,7185766161,Pizza/Italian
50039491,2 BRO'S PIZZA,MANHATTAN,601,6TH AVE,10011,2122391117,Pizza
41334807,2 BROS PIZZA,MANHATTAN,32,ST MARKS PLACE,10003,9173749161,Pizza
41477814,2 BROS PIZZA,MANHATTAN,542,9 AVENUE,10018,2126952642,Pizza
41489344,2 BROS PIZZA,MANHATTAN,31,WEST   46 STREET,10036,2122391117,Pizza
41595439,2 BROS PIZZA,BROOKLYN,395,FLATBUSH AVENUE EXTENSION,11201,7187970336,Pizza
41722020,2 BROS PIZZA,BRONX,207,EAST FORDHAM ROAD,10458,7182205980,Pizza
50006244,2 BROS PIZZA,MANHATTAN,319,6TH AVE,10014,2122391117,Pizza
50046425,2 BROS PIZZA,MANHATTAN,557,8TH AVE,10018,9175878888,Pizza
50046427,2 BROS PIZZA,MANHATTAN,755,6TH AVE,10010,3477910385,Pizza
50043752,2 BROS PIZZA/JUICE SHOP,MANHATTAN,113,E 125TH ST,10035,9175878888,Salads
50033988,2 HARLEM BROS PIZZA,MANHATTAN,346,W 145TH ST,10039,9177949995,Pizza
41305701,2 IN 1 RESTAURANT,BROOKLYN,2108,FLATBUSH AVENUE,11234,7183380688,Chinese
41645481,2 PALMITAS MEXICAN DELI,QUEENS,10915,JAMAICA AVENUE,11418,7188491108,Mexican
41644326,2 WEST RESTAURANT,MANHATTAN,2,WEST STREET,10004,2123440800,American
40385555,200 FIFTH AVENUE RESTAURANT & SPORTS BAR,BROOKLYN,200,5 AVENUE,11217,7186382925,American
50044708,21 BAR,MANHATTAN,4318,BROADWAY,10033,9179752690,American
40364362,21 CLUB,MANHATTAN,21,WEST   52 STREET,10019,2125827200,American
41398041,21 HOME'S KITCHEN,MANHATTAN,22,EAST   21 STREET,10010,2124755049,Chinese
41554626,211 NEW TACO GRILL,MANHATTAN,211,EAST   14 STREET,10003,2123533728,Tex-Mex
50049328,212 PIZZAMAN,MANHATTAN,188,E 104TH ST,10029,2127499262,Pizza
41662741,212 SHAWARMA GRILL,BROOKLYN,212,PROSPECT PARK WEST,11215,7188323100,Mediterranean
50010711,212 STEAKHOUSE,MANHATTAN,316,E 53RD ST,10022,2128580646,Steak
41510846,218 RESTAURANT,MANHATTAN,218220,GRAND STREET,10013,2122268039,Chinese
50052209,22 STR CONCESSION STAND,BROOKLYN,3052-3078,W 21ST ST,11224,9173049069,American
41295927,22 THAI CUISINE,MANHATTAN,22,MAIDEN LANE,10038,2127660988,Thai
41625825,224TH CORNER RESTAURANT & BAKERY,BRONX,701,EAST  224 STREET,10466,7186522878,Caribbean
50007973,229 LINDEN RESTAURANT,QUEENS,22902,LINDEN BLVD,11411,7182764619,Caribbean
41195733,230 FIFTH,MANHATTAN,230,FIFTH AVENUE,10001,2127254300,American
41241023,234 CHINA CITY,BROOKLYN,234,KINGS HIGHWAY,11223,7187144272,Chinese
50043959,24 HOUR FITNESS #288,QUEENS,15926,JAMAICA AVE,11432,7187398667,Other
50043956,24 HOUR FITNESS #290,QUEENS,8002,KEW GARDENS RD,11415,7187930910,"Juice, Smoothies, Fruit Salads"
50042806,24 HOUR FITNESS CLUB,BRONX,298,W 231ST ST,10463,7609184767,"Juice, Smoothies, Fruit Salads"
50052395,24 HOUR FITNESS CLUB #289,BROOKLYN,945,KINGS HWY,11223,7183764444,"Juice, Smoothies, Fruit Salads"
50052394,24 HOUR FITNESS CLUB #291,BRONX,2503,GRAND CONCOURSE,10468,7609184767,Other
50052389,24 HOUR FITNESS CLUB 292,BROOKLYN,2163,TILDEN AVE,11226,7609184722,"Juice, Smoothies, Fruit Salads"
50016875,2419 CHINA STAR RESTAURANT,BROOKLYN,2419,FOSTER AVE,11210,7182826688,Chinese
50007100,241ST CAFE RESTAURANT,BRONX,4703,WHITE PLAINS RD,10470,7183244924,American
41642333,242 CAFE BAKERY,MANHATTAN,242,CANAL STREET,10013,2123432505,Chinese
41040655,25TH DELI,QUEENS,4819,25 AVENUE,11103,7182745040,Delicatessen
41541665,26 SEATS,MANHATTAN,168,AVENUE B,10009,2126774787,French
41666608,27 SHINJUKU SUSHI INC,MANHATTAN,27,PARK PLACE,10007,2124067333,Japanese
41255390,27 SPORTS BAR & CAFE,BRONX,2,WEST MOUNT EDEN AVENUE,10452,7187313585,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50039747,28 MING'S CAFFE,MANHATTAN,28,CANAL ST,10002,2129781888,Chinese
41117050,28 NOODLES,MANHATTAN,417,3 AVENUE,10016,2126792888,Chinese
40388784,2A,MANHATTAN,25,AVENUE A,10009,2125052466,American
50049747,2BEANS,MANHATTAN,254,PARK AVE S,10010,2129378914,Caf̩/Coffee/Tea
50049748,2BEANS INC,MANHATTAN,461,AMSTERDAM AVE,10024,2129378914,Other
41553986,2ND AVE BLUE 9 BURGER,MANHATTAN,1415,2 AVENUE,10021,2129888171,American
41288201,2ND AVE DELI,MANHATTAN,162,EAST 33 STREET,10016,2126899000,Jewish/Kosher
41588604,2ND AVENUE DELI,MANHATTAN,1442,1 AVENUE,10021,2127371700,Jewish/Kosher
50046212,2ND CITY,MANHATTAN,525,HUDSON ST,10014,9176393262,Filipino
50051296,3 BLACK CATS CAFE/CAKERY,BROOKLYN,3,BELMONT AVE,11212,3474259494,Caf̩/Coffee/Tea
50047029,3 BROS 99 CENT PIZZA,QUEENS,2503,30TH AVE,11102,7187777133,Pizza
50001890,3 D'S LEGACY SALAD & GRILL,BRONX,445,MORRIS PARK AVENUE,10460,3476570910,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
40592296,3 DELI & GRILL,MANHATTAN,133,EAST   55 STREET,10022,2124863272,American
50005533,3 ESQUINAS RESTAURANT,BROOKLYN,657,FLUSHING AVE,11206,7183844447,Spanish
50044646,3 GREEKS GRILL,QUEENS,3561,VERNON BLVD,11106,7187298900,Greek
40391339,3 GUYS,MANHATTAN,1381,MADISON AVENUE,10029,2123483800,American
40640495,3 GUYS RESTURANT,MANHATTAN,1232,MADISON AVENUE,10128,2123693700,American
50037436,3 GUYS SUSHI,STATEN ISLAND,530,FOREST AVE,10310,6462885858,Japanese
50017143,3 IN 1 FS&H JAMAICAN RESTAURANT,QUEENS,14412,243RD ST,11422,3476320767,Caribbean
50049907,3 IN 1 KITCHEN,BROOKLYN,4902,FORT HAMILTON PKWY,11219,7184377744,American
41708446,3 ROOTS,BROOKLYN,159,FRANKLIN STREET,11222,7183892468,"Juice, Smoothies, Fruit Salads"
41509130,3 SHEETS SALOON,MANHATTAN,134,WEST    3 STREET,10012,2127771733,American
50054076,3 SISTERS PIZZA,BRONX,324,E 194TH ST,10458,3478622514,Mexican
40945190,3 SISTERS' & SHANTA'S RESTAURANT & BAKERY,QUEENS,10704,LIBERTY AVENUE,11417,7188453570,Caribbean
41063464,3 STAR JUICE CENTER,BROOKLYN,482,UTICA AVENUE,11203,7184930099,"Juice, Smoothies, Fruit Salads"
41165199,3 WAY RESTAURANT,BRONX,384,EAST  188 STREET,10458,7182959595,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50048598,3 WAY RESTAURANT,BRONX,2330,ARTHUR AVE,10458,7182952193,Spanish
50003350,3-J RESTAURANT AND PIZZA,BRONX,554A,PROSPECT AVE,10455,3473461381,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50008105,301 CAFE JUICE AND SMOOTHIES,BRONX,301,E KINGSBRIDGE RD,10458,9174971631,"Juice, Smoothies, Fruit Salads"
40972714,302 BAR,BROOKLYN,302,IRVING AVENUE,11237,3472995061,Spanish
41395514,310 - EXELSIOR,QUEENS,126,ROOSEVELT AVENUE,11368,7185958100,American
50041799,310 BOWERY BAR,MANHATTAN,310,BOWERY,10012,2124771166,American
50045575,310 DELI & CONVENIENCE,BROOKLYN,310,FLATBUSH AVE,11238,__________,Delicatessen
50000074,31ST AVENUE GYRO.,QUEENS,4402,31 AVENUE,11103,7185454340,Greek
50038523,321 ICE CREAM SHOP,BROOKLYN,288,GRAND ST,11211,9176673280,"Ice Cream, Gelato, Yogurt, Ices"
50032946,33 CAPTAIN'S CAFE,MANHATTAN,18,E 33RD ST,10016,2127797191,Caf̩/Coffee/Tea
41325953,33 Gourmet,MANHATTAN,157,WEST   33 STREET,10001,2129041351,Delicatessen
50047434,33 GOURMET,MANHATTAN,552,8TH AVE,10018,2123022301,Delicatessen
50046578,333 LOUNGE,BROOKLYN,333,FLATBUSH AVE,11217,9176098864,Caribbean
41395501,337 - BURGERS & DOGS,QUEENS,126,ROOSEVELT AVENUE,11368,7185958100,American
41164822,35 DUET,MANHATTAN,5355,WEST   35 STREET,10001,6464730826,Japanese
41633066,360 LOUNGE,QUEENS,13344,37 AVENUE,11354,7188868668,Asian
41155536,38 DELI,BROOKLYN,968,58 STREET,11219,7187903143,Chinese
41488338,388 CAFE & DELI,MANHATTAN,1-3,ELDRIDGE STREET,10002,2122191318,Chinese
50044528,39 FANTASTIC BAR,BROOKLYN,3914,8TH AVE,11232,7184362899,Other
50033110,39 KARAOKE,BROOKLYN,820,39TH ST,11232,3478566929,Chinese
41534687,3E TASTE OF THAI,QUEENS,3416,BROADWAY,11106,7189328826,Thai
41403545,3rd & 7,BROOKLYN,3622,QUENTIN ROAD,11234,7183366300,American
40944872,40/40 CLUB,MANHATTAN,6,WEST   25 STREET,10010,2128324040,American
41688500,40/40 CLUB BAR,BROOKLYN,620,ATLANTIC AVENUE,11217,9176186310,American
50006978,401 LUCKY STAR RESTAURANT,BROOKLYN,401,MOTHER GASTON BLVD,11212,7184852633,Chinese
50013561,414 Hotel,MANHATTAN,414,W 46TH ST,10036,2123990006,Other
41246253,414 LATINO RESTAURANT SPORTS BAR,BRONX,414,EAST  138 STREET,10454,3478515891,Mexican
40605319,42ND STREET PIZZA DINER,MANHATTAN,647,WEST   42 STREET,10036,2125944312,American
40809948,44 & X HELL'S KITCHEN,MANHATTAN,622,10 AVENUE,10036,2129771170,American
41108812,44 1/2 CAFE,MANHATTAN,626,10 AVENUE,10036,2123994450,American
41700988,44TH STREET MINAR,MANHATTAN,160,EAST   44 STREET,10017,2129490245,Indian
41660211,44TH STREET PIZZA,MANHATTAN,700,3 AVENUE,10017,2125994438,Pizza
41529681,456 RESTAURANT,MANHATTAN,69,MOTT STREET,10013,2129640003,Chinese
41269706,46 GRILL CAFE,QUEENS,4755,46 STREET,11377,7183920362,Mexican
41582797,4618 BAKERY,BROOKLYN,4618,8 AVENUE,11220,7184384820,Bakery
41060828,49 GROVE,MANHATTAN,49,GROVE STREET,10014,2127271100,American
50047765,4ALL AMERICAN BAGEL & BARISTA II,QUEENS,2010,CROSS BAY BLVD,11693,7189452233,American
41532133,4O KNOTS,BROOKLYN,200,COLUMBIA STREET,11231,9177701984,American
50011200,4TH DOWN,BROOKLYN,750,GRAND ST,11211,9177446522,American
50001632,4TH FLOOR CAFE,MANHATTAN,221,EAST 71ST STREET,10021,2125170586,American
41633315,5 BORO BURGER,MANHATTAN,80,WEST   36 STREET,10018,2125642211,American
40390163,5 BURRO CAFE,QUEENS,7205,AUSTIN STREET,11375,7185442984,Mexican
41462146,5 DE MAYO,QUEENS,10809,53 AVENUE,11368,7182715290,Mexican
41166881,5 ESTRELLA BAKERY,MANHATTAN,3861,BROADWAY,10032,2127955000,Bakery
50043509,5 NAPKIN,MANHATTAN,1325,2ND AVE,10021,2122490777,American
41460077,5 NAPKIN BURGER,MANHATTAN,2315,BROADWAY,10024,2123334488,Hamburgers
41628697,5 NAPKIN BURGER,MANHATTAN,150,EAST   14 STREET,10003,2127572277,American
50037784,5 SENSES,MANHATTAN,9,W 32ND ST,10001,6468526003,Korean
50014906,5 STAR CHEESE STEAK AND PIZZA,MANHATTAN,2039,1ST AVE,10029,2129871540,Pizza
41699662,5 STAR VILLAGE CAFE,BROOKLYN,1968,CONEY ISLAND AVENUE,11223,7189753373,Russian
50041262,502 BAR RESTAURANT,QUEENS,17013,JAMAICA AVE,11432,7182061818,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50050352,51 MOTT STREET RESTAURANT,MANHATTAN,51,MOTT ST,10013,2122333368,Korean
40969233,510 11ST BAR,MANHATTAN,510,EAST   11 STREET,10009,2129824929,American
50004788,51ST BAKERY AND CAFE,QUEENS,5-33,51ST AVE,11101,7187070554,Bakery
50047581,520 DESSERT,QUEENS,13353,37TH AVE,11354,5209120000,Asian
40806489,525 LEX RESTAURANT & LOUNGE,MANHATTAN,525,LEXINGTON AVE,10017,2127554000,American
41716978,52ND SUSHI,QUEENS,5221,ROOSEVELT AVENUE,11377,7185079204,Japanese
41663204,54 BELOW,MANHATTAN,254,WEST   54 STREET,10019,6464763551,American
50055822,54N11BK LLC,BROOKLYN,54,N 11TH ST,11249,9174596105,Other
41331076,55 BAR,MANHATTAN,55,CHRISTOPHER STREET,10014,2129299883,American
41548334,55 THOMAS CAFE,MANHATTAN,55,THOMAS STREET,10013,2128867347,American
41332399,555 VIVACAFE,BRONX,555,BERGEN AVENUE,10455,7185857555,American
41233392,556 EL CAFE INTERNATIONAL,BROOKLYN,556,WORTMAN AVENUE,11208,7182723545,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50056152,561 EL BARRIO RESTAURANT,BRONX,561,SOUTHERN BLVD,10455,7184014655,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
41419342,57'S ALL AMERICAN GRILL,QUEENS,3345,FRANCIS LEWIS BOULEVARD,11358,7188533057,American
50054535,575 PUB ON SECOND,MANHATTAN,93,2ND AVE,10003,9177703962,American
50048335,57TH BELLE HOUSE,MANHATTAN,151,E 57TH ST,10022,7184246412,French
41680586,59 CHINA,MANHATTAN,59,NASSAU ST,10038,2127329250,Chinese
41023553,59E59 BAR,MANHATTAN,59,EAST   59 STREET,10022,2127535959,American
41674573,5BAR KARAOKE,MANHATTAN,38,WEST   32 STREET,10001,2125946644,Korean
50040962,5C CAFE & CULTURAL CENTER,MANHATTAN,68,AVENUE C,10009,2122541142,Caf̩/Coffee/Tea
50042491,5IVE SPICE,BROOKLYN,52,5TH AVE,11217,7188573483,Asian
41362513,5IVE STEAK,QUEENS,0,JOHN F. KENNEDY INTL AIR,11430,6464775291,Steak
41219092,5TH & MAD,MANHATTAN,7,EAST 36 STREET,10016,2127252353,Irish
41019884,5TH & VINE,STATEN ISLAND,1674,RICHMOND RO,10304,7189801897,American
50037537,5TH AVENUE ASIAN TASTE RESTAURANT,BROOKLYN,718,5TH AVE,11215,7187885878,Chinese/Cuban
41276823,5TH AVENUE EMPIRE CAFE,MANHATTAN,339,5 AVENUE,10016,2126860036,Chinese
50009459,60 Beans,QUEENS,3602,DITMARS BLVD,11105,7187754094,Caf̩/Coffee/Tea
41548213,61 LOCAL,BROOKLYN,61,BEGEN STREET,11201,3477636624,American
50044817,619 BAR & RESTAURANT EL SALVADORENO,BRONX,395,E 151ST ST,10455,6466378179,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
41434590,620 ON CATON,BROOKLYN,620,CATON AVENUE,11218,7184363502,Pizza
50007193,624 KAM HAI CHINESE FOOD,BROOKLYN,624,CATON AVE,11218,7187159889,Chinese
41588813,6321 YUAN BAO,BROOKLYN,6321,8 AVENUE,11220,7188361663,Chinese
41701096,652 LIN'S GARDEN,QUEENS,652,SENECA AVENUE,11385,7183662388,Chinese
41260427,658 KINGS DELI,STATEN ISLAND,658,NEW DORP LANE,10306,7189875959,Delicatessen
41717000,66 PRINCE RESTAURANT,QUEENS,3816,PRINCE STREET,11354,7183210904,Chinese
41154687,67 Burger,BROOKLYN,67,LAFAYETTE AVENUE,11217,7187977150,Hamburgers
41617945,67 BURGER,BROOKLYN,234,FLATBUSH AVENUE,11217,7183996767,Hamburgers
41351549,67 ORANGE STREET,MANHATTAN,2082,FREDERICK DOUGLAS BOULEVARD,10026,2126622030,American
40926403,67 RESTAURANT,MANHATTAN,366,AUDUBON AVENUE,10033,2125430924,Spanish
50015638,678 AURORA CATERING,QUEENS,3050,WHITESTONE EXPY,11354,7187015828,Asian
40978834,68 JAY STREET BAR,BROOKLYN,68,JAY STREET,11201,7182608207,American
41653049,68 MEI MEI BAKERY,BROOKLYN,7814,NEW UTRECHT AVENUE,11214,7183318089,Chinese
50036518,68 TASTE OF CHINA,QUEENS,6824,FRESH MEADOW LN,11365,7184612100,Chinese
41420397,69 BAR LOUNGE,QUEENS,3821,69 STREET,11377,3475437183,"Bottled beverages, including water, sodas, juices, etc."
41645673,69 PIZZERIA,QUEENS,4917,69TH ST,11377,7188988899,Pizza
41690753,696 GOURMET DELI,MANHATTAN,696,3 AVENUE,10017,2124907115,American
50017241,6B,MANHATTAN,60,E 42ND ST,10165,2129222110,American
50018984,7 EXPRESS,QUEENS,13542,ROOSEVELT AVE,11354,9176626121,Chinese
50014520,7 GRAMS CAFFE,MANHATTAN,275,7TH AVE,10001,2127271777,Caf̩/Coffee/Tea
41584120,7 SPICES,BRONX,906908,E GUNHILL RD,10469,3473268646,Caribbean
